Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-03-25 00:00:00+08:00,50.939775585653514,51.70578650708469,50.74827194213867,50.74827194213867,2634984,0.0,0.0
2024-03-26 00:00:00+08:00,50.84402187872123,51.13127916997504,49.50350368092561,49.69500732421875,1404831,0.0,0.0
2024-03-27 00:00:00+08:00,49.69500732421875,49.79075731955123,49.50350368092561,49.69500732421875,863821,0.0,0.0
2024-03-28 00:00:00+08:00,49.69500756308547,50.36526483889088,49.3120002746582,49.3120002746582,985380,0.0,0.0
2024-03-29 00:00:00+08:00,49.31199847977248,49.50350211701565,48.92899120528612,49.1204948425293,757000,0.0,0.0
2024-04-01 00:00:00+08:00,49.02474732010892,49.98226190193672,49.02474732010892,49.5992546081543,997905,0.0,0.0
2024-04-02 00:00:00+08:00,50.07800902434352,51.897288086432056,49.31199813337974,50.93977355957031,7020871,0.0,0.0
2024-04-03 00:00:00+08:00,50.84402084350586,51.418531761687895,50.078009938557926,50.84402084350586,2477065,0.0,0.0
2024-04-08 00:00:00+08:00,50.84401942605119,50.84401942605119,49.982258551744906,50.26951217651367,1400173,0.0,0.0
2024-04-09 00:00:00+08:00,50.26951217651367,50.74826943533761,49.88650490840331,50.26951217651367,1344310,0.0,0.0
2024-04-10 00:00:00+08:00,50.36526265187644,51.897288086432056,50.36526265187644,50.93977355957031,3392064,0.0,0.0
2024-04-11 00:00:00+08:00,50.748269216374666,50.93977284960357,50.36526194991687,50.65251922607422,1289848,0.0,0.0
2024-04-12 00:00:00+08:00,51.035523551205266,51.418530823001184,50.26951266024148,50.93977355957031,1975031,0.0,0.0
2024-04-15 00:00:00+08:00,50.5567668989444,50.93977417537042,50.07800962972594,50.173763275146484,1251236,0.0,0.0
2024-04-16 00:00:00+08:00,49.79075917453567,50.0780128238631,48.06723362594279,48.45023727416992,2598044,0.0,0.0
2024-04-17 00:00:00+08:00,49.02474439089286,53.14205611621841,48.833240755443946,52.37604522705078,4353750,0.0,0.0
2024-04-18 00:00:00+08:00,52.08879133228951,52.28029131412547,50.65251955275169,51.322776794433594,4327884,0.0,0.0
2024-04-19 00:00:00+08:00,50.5567671293001,51.610035317956665,48.64173804370064,49.79075622558594,2782482,0.0,0.0
2024-04-22 00:00:00+08:00,49.88650684899093,50.65252141500965,48.641738658152754,49.02474594116211,1660764,0.0,0.0
2024-04-23 00:00:00+08:00,49.790757558878184,49.8865075546709,48.92899298623093,49.3120002746582,777573,0.0,0.0
2024-04-24 00:00:00+08:00,49.79075491768973,50.55676580128243,49.31199765886579,50.26951217651367,1022629,0.0,0.0
2024-04-25 00:00:00+08:00,50.078011016150825,51.03552558109684,49.982261020707504,50.74827194213867,1071615,0.0,0.0
